Provider URN,Provider status,Provider type,Sector,Provider name,Provider address 1,Provider address 2,Provider town,Provider postcode,Local Authority,government_office_region_name,Event number,Event date,Event type group,Overall effectiveness,Outcomes in education and related learning activities,Outcomes for children and young people,Quality of care,Safeguarding children and young people,Leadership and management
SC390209,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,North Somerset,South West,288605,20/02/2014,Interim inspection,4,0,0,0,0,0
SC457254,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Cumbria,North West,284883,14/01/2014,Interim inspection,2,0,0,0,0,0
SC034181,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Cumbria,North West,291511,28/03/2014,Interim inspection,5,0,0,0,0,0
SC045381,Active,Secure children's home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Essex,East of England,285961,23/01/2014,Full inspection,4,3,3,3,4,4
SC045381,Active,Secure children's home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Essex,East of England,290140,11/03/2014,Full inspection,3,0,3,3,3,3
SC045321,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Essex,East of England,288067,11/02/2014,Interim inspection,4,0,0,0,0,0
SC413085,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Kent,South East,289686,04/03/2014,Interim inspection,2,0,0,0,0,0
SC387684,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Bexley,London,292013,20/02/2014,Interim inspection,2,0,0,0,0,0
SC069618,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,North East Lincolnshire,Yorkshire and The Humber,287035,06/02/2014,Interim inspection,2,0,0,0,0,0
SC404130,Active,Residential special school (>295 days/year),Private,Redacted,Redacted,Redacted,Redacted,Redacted,Devon,South West,290808,19/03/2014,Interim inspection,3,0,0,0,0,0
SC038690,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Hampshire,South East,289513,03/03/2014,Interim inspection,2,0,0,0,0,0
SC460424,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Brent,London,286964,31/01/2014,Interim inspection,3,0,3,3,3,3
SC001041,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Calderdale,Yorkshire and The Humber,292674,24/03/2014,Interim inspection,3,0,0,0,0,0
SC035154,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Calderdale,Yorkshire and The Humber,287611,10/02/2014,Interim inspection,4,0,0,0,0,0
SC013828,Active,Children's Home,Voluntary,Redacted,Redacted,Redacted,Redacted,Redacted,Surrey,South East,290951,24/03/2014,Interim inspection,2,0,0,0,0,0
SC039134,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Lancashire,North West,288121,12/02/2014,Interim inspection,2,0,0,0,0,0
SC379659,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Liverpool,North West,290142,12/03/2014,Interim inspection,2,0,0,0,0,0
SC431603,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Liverpool,North West,290666,21/03/2014,Full inspection,2,0,2,2,2,2
SC061678,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Liverpool,North West,284914,17/01/2014,Interim inspection,2,0,0,0,0,0
SC035450,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Lancashire,North West,297016,25/03/2014,Interim inspection,3,0,0,0,0,0
SC387148,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Trafford,North West,287915,14/02/2014,Interim inspection,2,0,0,0,0,0
SC066166,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Medway,South East,290769,20/03/2014,Interim inspection,3,0,0,0,0,0
SC024092,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Kent,South East,291039,24/03/2014,Interim inspection,3,0,0,0,0,0
SC396777,Active,Children's Home,Voluntary,Redacted,Redacted,Redacted,Redacted,Redacted,Central Bedfordshire,East of England,290642,14/03/2014,Interim inspection,2,0,0,0,0,0
SC391379,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Milton Keynes,South East,288362,14/02/2014,Interim inspection,2,0,0,0,0,0
SC036504,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Haringey,London,288099,05/02/2014,Interim inspection,3,0,0,0,0,0
SC036774,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Gateshead,North East,290128,13/03/2014,Interim inspection,3,0,0,0,0,0
SC457178,Active,Residential special school (>295 days/year),Private,Redacted,Redacted,Redacted,Redacted,Redacted,Derby,East Midlands,290532,20/03/2014,Interim inspection,5,0,0,0,0,0
SC035239,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Durham,North East,285548,27/01/2014,Interim inspection,2,0,0,0,0,0
SC036735,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Waltham Forest,London,284482,10/01/2014,Full inspection,3,0,2,3,2,3
SC007286,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Waltham Forest,London,289359,03/03/2014,Interim inspection,5,0,0,0,0,0
SC062785,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Waltham Forest,London,287342,06/02/2014,Interim inspection,2,0,0,0,0,0
SC007290,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Waltham Forest,London,291305,27/03/2014,Interim inspection,3,0,0,0,0,0
SC460740,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Newham,London,292174,27/03/2014,Full inspection,2,0,2,2,2,2
SC034189,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,North Yorkshire,Yorkshire and The Humber,284797,17/01/2014,Interim inspection,2,0,0,0,0,0
SC402406,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Herefordshire,West Midlands,291669,27/03/2014,Interim inspection,3,0,0,0,0,0
SC409738,Active,Children's Home,Voluntary,Redacted,Redacted,Redacted,Redacted,Redacted,Knowsley,North West,285078,15/01/2014,Full inspection,3,0,3,3,3,3
SC409738,Active,Children's Home,Voluntary,Redacted,Redacted,Redacted,Redacted,Redacted,Knowsley,North West,290809,19/03/2014,Interim inspection,3,0,0,0,0,0
SC050173,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Leicestershire,East Midlands,284348,08/01/2014,Full inspection,2,0,2,2,2,2
SC050173,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Leicestershire,East Midlands,291545,27/03/2014,Interim inspection,2,0,0,0,0,0
SC040505,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Salford,North West,289166,27/02/2014,Interim inspection,2,0,0,0,0,0
SC029504,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Nottingham,East Midlands,290740,20/03/2014,Interim inspection,2,0,0,0,0,0
SC392712,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Nottinghamshire,East Midlands,290836,20/03/2014,Interim inspection,2,0,0,0,0,0
SC357468,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Rochdale,North West,290510,13/02/2014,Interim inspection,2,0,2,2,2,2
SC413156,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Rochdale,North West,289940,03/03/2014,Interim inspection,2,0,0,0,0,0
SC066072,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Oldham,North West,293616,20/03/2014,Interim inspection,2,0,0,0,0,0
SC050766,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Lancashire,North West,288312,18/02/2014,Interim inspection,2,0,0,0,0,0
SC416599,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Cumbria,North West,288380,12/02/2014,Interim inspection,2,0,0,0,0,0
SC403850,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Kent,South East,288165,17/02/2014,Interim inspection,2,0,0,0,0,0
SC036260,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Derbyshire,East Midlands,290348,14/03/2014,Interim inspection,3,0,0,0,0,0
SC401239,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Barnsley,Yorkshire and The Humber,289495,03/03/2014,Interim inspection,3,0,0,0,0,0
SC436084,Resigned,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Calderdale,Yorkshire and The Humber,289386,03/03/2014,Interim inspection,2,0,0,0,0,0
SC035155,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Calderdale,Yorkshire and The Humber,287746,13/02/2014,Interim inspection,2,0,0,0,0,0
SC044276,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Liverpool,North West,284091,03/01/2014,Full inspection,2,0,1,1,2,2
SC044276,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Liverpool,North West,290117,11/03/2014,Interim inspection,2,0,0,0,0,0
SC035969,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Liverpool,North West,285354,23/01/2014,Interim inspection,2,0,0,0,0,0
SC066428,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Lancashire,North West,289176,27/02/2014,Interim inspection,3,0,0,0,0,0
SC433923,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Herefordshire,West Midlands,289720,26/02/2014,Full inspection,2,0,2,2,2,2
SC069178,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Suffolk,East of England,290313,13/03/2014,Interim inspection,2,0,0,0,0,0
SC423460,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Sefton,North West,291564,26/03/2014,Interim inspection,2,0,0,0,0,0
SC061924,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Sefton,North West,291418,18/03/2014,Interim inspection,3,0,0,0,0,0
SC066242,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Sefton,North West,291446,18/03/2014,Interim inspection,3,0,0,0,0,0
SC431931,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Knowsley,North West,283438,06/01/2014,Interim inspection,5,0,0,0,0,0
SC039056,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Leicester,East Midlands,289635,03/03/2014,Interim inspection,3,0,0,0,0,0
SC458348,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Leicester,East Midlands,286676,30/01/2014,Interim inspection,5,0,0,0,0,0
SC033492,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Bradford,Yorkshire and The Humber,288351,18/02/2014,Interim inspection,2,0,0,0,0,0
SC010769,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Haringey,London,284720,13/01/2014,Interim inspection,3,0,3,3,3,3
SC032697,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,South Tyneside,North East,285622,24/01/2014,Interim inspection,3,0,0,0,0,0
SC441717,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Lancashire,North West,285562,17/01/2014,Interim inspection,2,0,0,0,0,0
SC066115,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Lancashire,North West,290301,13/03/2014,Interim inspection,2,0,0,0,0,0
SC059945,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Lancashire,North West,284765,15/01/2014,Interim inspection,2,0,0,0,0,0
SC063759,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Lancashire,North West,291604,28/02/2014,Interim inspection,2,0,0,0,0,0
SC066560,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Rochdale,North West,286813,04/02/2014,Interim inspection,3,0,0,0,0,0
SC033628,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Bradford,Yorkshire and The Humber,291081,26/03/2014,Interim inspection,2,0,0,0,0,0
SC065096,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Bury,North West,287496,06/02/2014,Interim inspection,3,0,0,0,0,0
SC069198,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Bury,North West,291417,20/03/2014,Interim inspection,4,0,0,0,0,0
SC032315,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Brighton and Hove,South East,287893,12/02/2014,Interim inspection,2,0,0,0,0,0
SC465006,Resigned,Children's Home,Voluntary,Redacted,Redacted,Redacted,Redacted,Redacted,Brighton and Hove,South East,290169,13/03/2014,Interim inspection,5,0,0,0,0,0
SC405985,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Essex,East of England,290895,18/03/2014,Interim inspection,3,0,0,0,0,0
SC402700,Active,Residential special school (>295 days/year),Private,Redacted,Redacted,Redacted,Redacted,Redacted,Croydon,London,284089,08/01/2014,Interim inspection,2,0,0,0,0,0
SC066129,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Kent,South East,291406,25/03/2014,Interim inspection,3,0,0,0,0,0
SC023745,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Kent,South East,289031,25/02/2014,Interim inspection,2,0,0,0,0,0
SC368637,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Kent,South East,291204,25/03/2014,Interim inspection,2,0,0,0,0,0
SC062931,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Kent,South East,284264,07/01/2014,Interim inspection,3,0,0,0,0,0
SC067895,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Kent,South East,283429,02/01/2014,Interim inspection,2,0,0,0,0,0
SC448997,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Kent,South East,290718,14/03/2014,Interim inspection,2,0,0,0,0,0
SC020193,Active,Residential special school (>295 days/year),Private,Redacted,Redacted,Redacted,Redacted,Redacted,Derbyshire,East Midlands,284816,10/01/2014,Full inspection,1,0,1,1,1,1
SC020193,Active,Residential special school (>295 days/year),Private,Redacted,Redacted,Redacted,Redacted,Redacted,Derbyshire,East Midlands,291186,25/03/2014,Interim inspection,2,0,0,0,0,0
SC367802,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,North East Lincolnshire,Yorkshire and The Humber,283756,07/01/2014,Interim inspection,2,0,0,0,0,0
SC063219,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Newham,London,289183,27/02/2014,Interim inspection,3,0,0,0,0,0
SC029301,Resigned,Children's Home,Voluntary,Redacted,Redacted,Redacted,Redacted,Redacted,Devon,South West,290013,12/03/2014,Interim inspection,2,0,0,0,0,0
SC381652,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Devon,South West,285659,27/01/2014,Interim inspection,2,0,0,0,0,0
SC368137,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Devon,South West,283922,09/01/2014,Interim inspection,2,0,0,0,0,0
SC038167,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Devon,South West,285599,22/01/2014,Interim inspection,2,0,0,0,0,0
SC028505,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Surrey,South East,290347,17/03/2014,Interim inspection,2,0,0,0,0,0
SC067757,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Buckinghamshire,South East,288437,18/02/2014,Interim inspection,2,0,0,0,0,0
SC001016,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Calderdale,Yorkshire and The Humber,286931,05/02/2014,Interim inspection,3,0,0,0,0,0
SC069293,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Calderdale,Yorkshire and The Humber,288505,20/02/2014,Interim inspection,2,0,0,0,0,0
SC428512,Active,Residential special school (>295 days/year),Voluntary,Redacted,Redacted,Redacted,Redacted,Redacted,Sefton,North West,286588,31/01/2014,Interim inspection,3,0,0,0,0,0
SC444411,Active,Children's Home,Voluntary,Redacted,Redacted,Redacted,Redacted,Redacted,Liverpool,North West,289225,25/02/2014,Full inspection,2,0,2,2,2,2
SC461716,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Liverpool,North West,289191,24/02/2014,Full inspection,3,0,3,2,2,3
SC434806,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Leicestershire,East Midlands,287261,05/02/2014,Full inspection,3,0,2,2,4,3
SC425921,Active,Children's Home,Voluntary,Redacted,Redacted,Redacted,Redacted,Redacted,Luton,East of England,283977,08/01/2014,Interim inspection,2,0,0,0,0,0
SC382595,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Newcastle upon Tyne,North East,289206,24/02/2014,Interim inspection,3,0,0,0,0,0
SC034900,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Nottingham,East Midlands,290241,05/03/2014,Interim inspection,3,0,0,0,0,0
SC412125,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Northamptonshire,East Midlands,290378,17/03/2014,Interim inspection,2,0,0,0,0,0
SC450701,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Northamptonshire,East Midlands,285006,20/01/2014,Interim inspection,2,0,0,0,0,0
SC033672,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Birmingham,West Midlands,288631,17/02/2014,Interim inspection,2,0,0,0,0,0
SC037467,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Worcestershire,West Midlands,292004,20/02/2014,Interim inspection,3,0,0,0,0,0
SC065552,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Bradford,Yorkshire and The Humber,283832,08/01/2014,Interim inspection,2,0,0,0,0,0
SC061005,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Bradford,Yorkshire and The Humber,284507,14/01/2014,Interim inspection,3,0,0,0,0,0
SC044963,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Essex,East of England,288537,14/02/2014,Interim inspection,2,0,0,0,0,0
SC462809,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Essex,East of England,285602,21/01/2014,Full inspection,2,0,2,1,2,2
SC362965,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Dorset,South West,287540,10/02/2014,Interim inspection,2,0,0,0,0,0
SC037471,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Worcestershire,West Midlands,292093,28/02/2014,Interim inspection,3,0,0,0,0,0
SC060545,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Newham,London,290274,04/02/2014,Interim inspection,3,0,0,0,0,0
SC432140,Active,Residential special school (>295 days/year),Voluntary,Redacted,Redacted,Redacted,Redacted,Redacted,Devon,South West,284128,09/01/2014,Interim inspection,2,0,0,0,0,0
SC356963,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Kirklees,Yorkshire and The Humber,288196,18/02/2014,Interim inspection,2,0,0,0,0,0
SC456953,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Herefordshire,West Midlands,287723,11/02/2014,Interim inspection,3,0,0,0,0,0
SC407246,Resigned,Residential special school (>295 days/year),Private,Redacted,Redacted,Redacted,Redacted,Redacted,Suffolk,East of England,288199,14/02/2014,Interim inspection,4,0,0,0,0,0
SC001883,Resigned,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Leicestershire,East Midlands,289330,14/02/2014,Full inspection,3,0,2,2,3,3
SC001452,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Leeds,Yorkshire and The Humber,290082,06/03/2014,Interim inspection,5,0,0,0,0,0
SC063683,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Manchester,North West,293133,28/03/2014,Interim inspection,3,0,0,0,0,0
SC394478,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Stockport,North West,287485,11/02/2014,Interim inspection,2,0,0,0,0,0
SC033539,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Manchester,North West,284923,20/01/2014,Interim inspection,2,0,0,0,0,0
SC409502,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Bedford,East of England,285449,23/01/2014,Interim inspection,2,0,0,0,0,0
SC357077,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Nottingham,East Midlands,288540,18/02/2014,Interim inspection,2,0,0,0,0,0
SC063259,Active,Residential special school (>295 days/year),Private,Redacted,Redacted,Redacted,Redacted,Redacted,Norfolk,East of England,284715,14/01/2014,Interim inspection,2,0,0,0,0,0
SC005589,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Tameside,North West,287433,10/02/2014,Interim inspection,2,0,0,0,0,0
SC005582,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Tameside,North West,290637,19/03/2014,Interim inspection,2,0,0,0,0,0
SC069176,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Tameside,North West,291048,26/03/2014,Interim inspection,3,0,0,0,0,0
SC387671,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Oldham,North West,291524,27/02/2014,Interim inspection,3,0,0,0,0,0
SC058778,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Peterborough,East of England,286043,30/01/2014,Interim inspection,2,0,0,0,0,0
SC466786,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Peterborough,East of England,287564,04/02/2014,Full inspection,2,0,1,2,2,3
SC036528,Active,Residential special school (>295 days/year),Private,Redacted,Redacted,Redacted,Redacted,Redacted,Devon,South West,289180,25/02/2014,Interim inspection,3,0,0,0,0,0
SC030677,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,West Berkshire,South East,289933,04/02/2014,Interim inspection,3,0,0,0,0,0
SC463704,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Birmingham,West Midlands,284756,15/01/2014,Full inspection,3,0,3,3,3,3
SC063167,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Birmingham,West Midlands,291189,20/03/2014,Interim inspection,2,0,0,0,0,0
SC062593,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Birmingham,West Midlands,284716,15/01/2014,Interim inspection,3,0,0,0,0,0
SC049714,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Birmingham,West Midlands,287813,12/02/2014,Full inspection,2,0,2,2,2,2
SC049714,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Birmingham,West Midlands,291962,27/03/2014,Interim inspection,2,0,0,0,0,0
SC419229,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Birmingham,West Midlands,290529,18/03/2014,Interim inspection,2,0,0,0,0,0
SC437486,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Sandwell,West Midlands,287665,10/02/2014,Interim inspection,2,0,0,0,0,0
SC040175,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Kent,South East,290969,18/03/2014,Interim inspection,3,0,0,0,0,0
SC067771,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Wirral,North West,289742,28/02/2014,Interim inspection,2,0,0,0,0,0
SC065789,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Wirral,North West,291497,13/03/2014,Interim inspection,2,0,0,0,0,0
SC401927,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Kent,South East,286336,24/01/2014,Interim inspection,2,0,0,0,0,0
SC408513,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Cheshire East,North West,285339,22/01/2014,Interim inspection,3,0,0,0,0,0
SC458422,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Devon,South West,283727,06/01/2014,Interim inspection,3,0,0,0,0,0
SC030367,Active,Residential special school (>295 days/year),Voluntary,Redacted,Redacted,Redacted,Redacted,Redacted,Gloucestershire,South West,291129,25/03/2014,Interim inspection,3,0,0,0,0,0
SC424103,Active,Children's Home,Voluntary,Redacted,Redacted,Redacted,Redacted,Redacted,Buckinghamshire,South East,288621,19/02/2014,Interim inspection,2,0,0,0,0,0
SC040628,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Surrey,South East,290979,25/03/2014,Interim inspection,3,0,0,0,0,0
SC035049,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Cumbria,North West,288355,18/02/2014,Interim inspection,2,0,0,0,0,0
SC063997,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Leicestershire,East Midlands,289268,27/02/2014,Interim inspection,4,0,0,0,0,0
SC411194,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Leicestershire,East Midlands,290109,12/03/2014,Interim inspection,2,0,0,0,0,0
SC032772,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Tameside,North West,287595,10/02/2014,Interim inspection,2,0,0,0,0,0
SC032496,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Trafford,North West,286626,03/02/2014,Interim inspection,2,0,0,0,0,0
SC035409,Active,Secure children's home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Northumberland,North East,285342,21/01/2014,Interim inspection,2,0,0,0,0,0
SC035383,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Northumberland,North East,291425,31/03/2014,Interim inspection,3,0,0,0,0,0
SC429168,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Northumberland,North East,288581,20/02/2014,Interim inspection,3,0,0,0,0,0
SC035352,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Northamptonshire,East Midlands,293038,24/03/2014,Interim inspection,3,0,0,0,0,0
SC035352,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Northamptonshire,East Midlands,284694,09/01/2014,Full inspection,2,0,1,1,2,2
SC065855,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Birmingham,West Midlands,290803,18/03/2014,Interim inspection,3,0,0,0,0,0
SC059635,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Bradford,Yorkshire and The Humber,290191,05/03/2014,Interim inspection,2,0,0,0,0,0
SC067052,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Bolton,North West,285549,21/01/2014,Interim inspection,2,0,0,0,0,0
SC369857,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Bolton,North West,285102,15/01/2014,Full inspection,1,0,1,1,1,1
SC369857,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Bolton,North West,290770,18/03/2014,Interim inspection,2,0,0,0,0,0
