Provider URN,Provider status,Provider type,Sector,Provider name,Provider address 1,Provider address 2,Provider town,Provider postcode,Local Authority,government_office_region_name,Event number,Event date,Event type group,Overall effectiveness,Outcomes in education and related learning activities,Outcomes for children and young people,Quality of care,Safeguarding children and young people,Leadership and management
SC062268,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Lancashire,North West,289423,03/03/2014,Interim inspection,2,0,0,0,0,0
SC006017,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Lancashire,North West,283732,07/01/2014,Interim inspection,3,0,0,0,0,0
SC006017,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Lancashire,North West,291695,26/03/2014,Full inspection,2,0,2,2,2,2
SC007956,Active,Children's Home,Voluntary,Redacted,Redacted,Redacted,Redacted,Redacted,North Yorkshire,Yorkshire and The Humber,285454,23/01/2014,Interim inspection,2,0,0,0,0,0
SC033629,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Newcastle upon Tyne,North East,283807,08/01/2014,Interim inspection,2,0,0,0,0,0
SC431806,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Bracknell Forest,South East,287552,11/02/2014,Interim inspection,2,0,0,0,0,0
SC431804,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Bracknell Forest,South East,285974,28/01/2014,Interim inspection,2,0,0,0,0,0
SC038522,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,West Sussex,South East,290850,24/03/2014,Interim inspection,3,0,0,0,0,0
SC040638,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Surrey,South East,289038,20/02/2014,Interim inspection,2,0,0,0,0,0
SC018238,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Barnsley,Yorkshire and The Humber,289764,04/03/2014,Interim inspection,2,0,0,0,0,0
SC068211,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Barnsley,Yorkshire and The Humber,289853,04/03/2014,Interim inspection,2,0,0,0,0,0
SC064454,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Barnsley,Yorkshire and The Humber,291355,24/03/2014,Interim inspection,2,0,0,0,0,0
SC382138,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Hertfordshire,East of England,286994,04/02/2014,Interim inspection,2,0,0,0,0,0
SC393048,Active,Residential special school (>295 days/year),Voluntary,Redacted,Redacted,Redacted,Redacted,Redacted,Cambridgeshire,East of England,287901,11/02/2014,Interim inspection,2,0,0,0,0,0
SC441131,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Swindon,South West,285402,17/01/2014,Interim inspection,4,0,0,0,0,0
SC059753,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Wiltshire,South West,283880,06/01/2014,Interim inspection,2,0,0,0,0,0
SC370982,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Shropshire,West Midlands,291483,24/03/2014,Interim inspection,2,0,0,0,0,0
SC372619,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Shropshire,West Midlands,289867,06/03/2014,Interim inspection,2,0,0,0,0,0
SC372617,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Shropshire,West Midlands,291828,06/03/2014,Interim inspection,3,0,0,0,0,0
SC068559,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,East Sussex,South East,286134,23/01/2014,Interim inspection,2,0,0,0,0,0
SC057688,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Staffordshire,West Midlands,286817,04/02/2014,Interim inspection,4,0,0,0,0,0
SC458431,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Devon,NULL,290037,10/03/2014,Interim inspection,4,0,0,0,0,0
SC444792,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Warrington,North West,288251,18/02/2014,Interim inspection,2,0,0,0,0,0
SC366002,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Cheshire West and Chester,North West,288985,21/02/2014,Interim inspection,3,0,0,0,0,0
SC448129,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Wakefield,Yorkshire and The Humber,287563,06/02/2014,Interim inspection,5,0,0,0,0,0
SC371553,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Wakefield,Yorkshire and The Humber,284301,13/01/2014,Interim inspection,2,0,0,0,0,0
SC407929,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Worcestershire,West Midlands,283934,07/01/2014,Interim inspection,2,0,0,0,0,0
SC434223,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Worcestershire,West Midlands,284425,09/01/2014,Full inspection,1,0,1,1,1,1
SC434223,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Worcestershire,West Midlands,290551,11/03/2014,Interim inspection,2,0,0,0,0,0
SC391739,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Worcestershire,West Midlands,284644,07/01/2014,Full inspection,1,0,1,1,1,1
SC391739,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Worcestershire,West Midlands,291617,25/03/2014,Interim inspection,2,0,0,0,0,0
SC361811,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Rochdale,North West,290211,06/02/2014,Full inspection,3,0,2,2,3,3
SC413779,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Rochdale,North West,285917,22/01/2014,Interim inspection,5,0,0,0,0,0
SC413779,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Rochdale,North West,290246,14/03/2014,Interim inspection,5,0,0,0,0,0
SC403464,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Rochdale,North West,285914,22/01/2014,Interim inspection,2,0,0,0,0,0
SC370956,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Lincolnshire,East Midlands,284699,09/01/2014,Full inspection,4,0,3,4,4,4
SC370956,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Lincolnshire,East Midlands,289985,05/03/2014,Full inspection,2,0,2,2,2,2
SC459168,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Norfolk,East of England,291082,27/03/2014,Interim inspection,5,0,0,0,0,0
SC015254,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Cambridgeshire,East of England,291731,19/03/2014,Interim inspection,2,0,0,0,0,0
SC066747,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Sheffield,Yorkshire and The Humber,290614,18/03/2014,Interim inspection,2,0,0,0,0,0
SC066651,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Sheffield,Yorkshire and The Humber,290080,12/03/2014,Interim inspection,2,0,0,0,0,0
SC038802,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Sheffield,Yorkshire and The Humber,289654,27/02/2014,Interim inspection,4,0,0,0,0,0
SC060759,Active,Children's Home,Voluntary,Redacted,Redacted,Redacted,Redacted,Redacted,Lewisham,London,287992,12/02/2014,Interim inspection,2,0,0,0,0,0
SC377702,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Lewisham,London,286965,28/01/2014,Interim inspection,3,0,2,2,2,3
SC357979,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Tameside,North West,290872,21/03/2014,Interim inspection,2,0,0,0,0,0
SC451511,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Southampton,South East,285925,28/01/2014,Interim inspection,2,0,0,0,0,0
SC390434,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Stoke-on-Trent,West Midlands,289591,03/03/2014,Interim inspection,2,0,0,0,0,0
SC368982,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Staffordshire,West Midlands,289065,21/02/2014,Interim inspection,2,0,0,0,0,0
SC068205,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Devon,South West,289526,28/02/2014,Interim inspection,2,0,0,0,0,0
SC463647,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Devon,South West,286709,29/01/2014,Full inspection,2,0,2,2,2,2
SC042590,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Middlesbrough,North East,291464,04/02/2014,Full inspection,2,0,2,2,2,2
SC066549,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Trafford,North West,284854,17/01/2014,Interim inspection,2,0,0,0,0,0
SC037762,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Portsmouth,South East,284483,14/01/2014,Interim inspection,3,0,0,0,0,0
SC066469,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Sheffield,Yorkshire and The Humber,286912,31/01/2014,Interim inspection,2,0,0,0,0,0
SC031340,Resigned,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Southwark,London,288366,18/02/2014,Interim inspection,3,0,0,0,0,0
SC034012,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Tameside,North West,291078,21/03/2014,Interim inspection,2,0,0,0,0,0
SC005050,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Staffordshire,West Midlands,283691,06/01/2014,Full inspection,2,0,2,2,2,2
SC005050,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Staffordshire,West Midlands,290667,20/03/2014,Interim inspection,2,0,0,0,0,0
SC034627,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Merton,London,289498,17/02/2014,Interim inspection,2,0,0,0,0,0
SC446957,Active,Children's Home,Voluntary,Redacted,Redacted,Redacted,Redacted,Redacted,Sunderland,North East,291807,27/03/2014,Interim inspection,2,0,0,0,0,0
SC032725,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Sunderland,North East,284094,09/01/2014,Interim inspection,3,0,0,0,0,0
SC454838,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Staffordshire,West Midlands,290544,19/03/2014,Interim inspection,2,0,0,0,0,0
SC068261,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Staffordshire,West Midlands,290521,12/03/2014,Interim inspection,3,0,0,0,0,0
SC005045,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Staffordshire,West Midlands,293080,27/03/2014,Interim inspection,2,0,0,0,0,0
SC456907,Resigned,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Staffordshire,West Midlands,286670,31/01/2014,Full inspection,2,0,2,2,2,2
SC440170,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Staffordshire,West Midlands,289177,27/02/2014,Interim inspection,4,0,0,0,0,0
SC062406,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Staffordshire,West Midlands,286826,05/02/2014,Interim inspection,2,0,0,0,0,0
SC372664,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Shropshire,West Midlands,290390,17/03/2014,Interim inspection,3,0,0,0,0,0
SC454647,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Shropshire,West Midlands,287241,03/02/2014,Interim inspection,2,0,0,0,0,0
SC398481,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Staffordshire,West Midlands,290079,10/03/2014,Interim inspection,2,0,0,0,0,0
SC367679,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Shropshire,West Midlands,291335,18/03/2014,Interim inspection,3,0,0,0,0,0
SC373941,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,East Sussex,South East,285484,23/01/2014,Interim inspection,2,0,0,0,0,0
SC064011,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,East Sussex,South East,291184,27/03/2014,Interim inspection,3,0,0,0,0,0
SC068178,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,East Sussex,South East,285409,22/01/2014,Interim inspection,5,0,0,0,0,0
SC026991,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Warrington,North West,286402,31/01/2014,Interim inspection,3,0,0,0,0,0
SC066796,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Wakefield,Yorkshire and The Humber,289645,05/03/2014,Interim inspection,2,0,0,0,0,0
SC441514,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Worcestershire,West Midlands,288164,10/02/2014,Full inspection,2,0,2,2,2,2
SC356781,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Worcestershire,West Midlands,290509,14/03/2014,Interim inspection,2,0,0,0,0,0
SC465257,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Northamptonshire,East Midlands,288731,20/02/2014,Full inspection,4,0,2,3,4,4
SC013143,Active,Children's Home,Voluntary,Redacted,Redacted,Redacted,Redacted,Redacted,Oxfordshire,South East,291228,20/03/2014,Interim inspection,3,0,0,0,0,0
SC061770,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Peterborough,East of England,291146,20/03/2014,Interim inspection,3,0,0,0,0,0
SC454900,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Plymouth,South West,291694,27/03/2014,Interim inspection,2,0,0,0,0,0
SC363403,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Lincolnshire,East Midlands,284978,15/01/2014,Interim inspection,3,0,0,0,0,0
SC056054,Active,Children's Home,Voluntary,Redacted,Redacted,Redacted,Redacted,Redacted,Hampshire,South East,289548,03/03/2014,Interim inspection,2,0,0,0,0,0
SC356868,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Sheffield,Yorkshire and The Humber,290723,19/03/2014,Interim inspection,2,0,0,0,0,0
SC036917,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Greenwich,London,292024,05/03/2014,Interim inspection,2,0,0,0,0,0
SC042446,Active,Children's Home,Voluntary,Redacted,Redacted,Redacted,Redacted,Redacted,Southampton,South East,291162,18/03/2014,Interim inspection,2,0,0,0,0,0
SC015499,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Southend on Sea,East of England,288293,18/02/2014,Interim inspection,3,0,0,0,0,0
SC438764,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Southend on Sea,East of England,288638,19/02/2014,Interim inspection,3,0,0,0,0,0
SC446261,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Staffordshire,West Midlands,286596,30/01/2014,Interim inspection,2,0,0,0,0,0
SC034984,Resigned,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Kensington and Chelsea,London,287465,10/02/2014,Interim inspection,2,0,0,0,0,0
SC448209,Active,Residential special school (>295 days/year),Private,Redacted,Redacted,Redacted,Redacted,Redacted,Shropshire,West Midlands,292993,18/03/2014,Interim inspection,3,0,0,0,0,0
SC066881,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Telford and Wrekin,West Midlands,283823,08/01/2014,Interim inspection,2,0,0,0,0,0
SC398381,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Telford and Wrekin,West Midlands,288749,20/02/2014,Interim inspection,3,0,0,0,0,0
SC020558,Active,Residential special school (>295 days/year),Private,Redacted,Redacted,Redacted,Redacted,Redacted,Telford and Wrekin,West Midlands,288601,20/02/2014,Interim inspection,2,0,1,1,1,1
SC372621,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Telford and Wrekin,West Midlands,287489,06/02/2014,Interim inspection,2,0,0,0,0,0
SC020630,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Shropshire,West Midlands,293066,25/03/2014,Interim inspection,3,0,0,0,0,0
SC456863,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Torbay,South West,289695,27/02/2014,Interim inspection,2,0,0,0,0,0
SC362610,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Devon,South West,285448,22/01/2014,Interim inspection,2,0,0,0,0,0
SC458352,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Devon,South West,290628,20/03/2014,Full inspection,2,0,2,2,2,3
SC454266,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Middlesbrough,North East,284550,13/01/2014,Interim inspection,2,0,0,0,0,0
SC066245,Resigned,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Lancashire,North West,285614,23/01/2014,Interim inspection,2,0,0,0,0,0
SC006010,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Lancashire,North West,290387,17/03/2014,Interim inspection,2,0,0,0,0,0
SC060332,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Worcestershire,West Midlands,291126,25/03/2014,Interim inspection,2,0,0,0,0,0
SC457923,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Herefordshire,West Midlands,290160,11/03/2014,Interim inspection,4,0,0,0,0,0
SC393228,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Gloucestershire,South West,286330,22/01/2014,Interim inspection,2,0,0,0,0,0
SC438751,Active,Children's Home,Voluntary,Redacted,Redacted,Redacted,Redacted,Redacted,Cambridgeshire,East of England,290107,10/03/2014,Interim inspection,2,0,0,0,0,0
SC061717,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Hampshire,South East,285964,27/01/2014,Interim inspection,2,0,0,0,0,0
SC051974,Resigned,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Sefton,North West,286672,03/02/2014,Interim inspection,2,0,0,0,0,0
SC431799,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Bracknell Forest,South East,285958,28/01/2014,Interim inspection,3,0,0,0,0,0
SC033587,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Rotherham,Yorkshire and The Humber,285578,24/01/2014,Interim inspection,4,0,0,0,0,0
